"","source.type","pucid","PUC_level1","PUC_level2","PUC_level3","variable","units","dist.type","mean","CV","min.age","max.age","gender"
"221","product","CP.0300.020","cleaning products and household care","carpet and floor","carpet deodorizer","f.drain","[-]","uniform",0.15,0.577350269189626,0,99,"B"
"219","product","CP.0300.020","cleaning products and household care","carpet and floor","carpet deodorizer","f.residual","[-]","point",0.01,0,0,99,"B"
"229","product","CP.0300.020","cleaning products and household care","carpet and floor","carpet deodorizer","house.prev","[-]","point",0.2,1,0,99,"B"
"222","product","CP.0300.020","cleaning products and household care","carpet and floor","carpet deodorizer","mass","g","lognormal",500,1,0,99,"B"
"223","product","CP.0300.020","cleaning products and household care","carpet and floor","carpet deodorizer","use.freq","1/year","lognormal",12,1,0,99,"B"
"225","product","CP.0300.020","cleaning products and household care","carpet and floor","carpet deodorizer","use.prev","[-]","point",0,1,0,12,"B"
"226","product","CP.0300.020","cleaning products and household care","carpet and floor","carpet deodorizer","use.prev","[-]","point",0.2,1,13,99,"M"
"227","product","CP.0300.020","cleaning products and household care","carpet and floor","carpet deodorizer","use.prev","[-]","point",0.2,1,13,99,"W"
"220","product","CP.0300.020","cleaning products and household care","carpet and floor","carpet deodorizer","volume","m^3","point",24,0,0,99,"B"
"235","product","CP.0300.030","cleaning products and household care","carpet and floor","floor cleaner","duration","minutes","lognormal",30,1,0,99,"B"
"239","product","CP.0300.030","cleaning products and household care","carpet and floor","floor cleaner","f.contact","[-]","point",0.01,0,0,99,"B"
"232","product","CP.0300.030","cleaning products and household care","carpet and floor","floor cleaner","f.drain","[-]","uniform",1,0,0,99,"B"
"230","product","CP.0300.030","cleaning products and household care","carpet and floor","floor cleaner","f.residual","[-]","point",0.01,0,0,99,"B"
"240","product","CP.0300.030","cleaning products and household care","carpet and floor","floor cleaner","house.prev","[-]","point",0.66,1,0,99,"B"
"233","product","CP.0300.030","cleaning products and household care","carpet and floor","floor cleaner","mass","g","lognormal",560,1,0,99,"B"
"234","product","CP.0300.030","cleaning products and household care","carpet and floor","floor cleaner","use.freq","1/year","lognormal",60,1,0,99,"B"
"236","product","CP.0300.030","cleaning products and household care","carpet and floor","floor cleaner","use.prev","[-]","point",0,1,0,12,"B"
"237","product","CP.0300.030","cleaning products and household care","carpet and floor","floor cleaner","use.prev","[-]","point",0.53,1,13,99,"M"
"238","product","CP.0300.030","cleaning products and household care","carpet and floor","floor cleaner","use.prev","[-]","point",0.66,1,13,99,"W"
"231","product","CP.0300.030","cleaning products and household care","carpet and floor","floor cleaner","volume","m^3","point",24,0,0,99,"B"
"246","product","CP.0300.040","cleaning products and household care","carpet and floor","floor polish","duration","minutes","lognormal",90,1,0,99,"B"
"250","product","CP.0300.040","cleaning products and household care","carpet and floor","floor polish","f.contact","[-]","point",0.01,0,0,99,"B"
"243","product","CP.0300.040","cleaning products and household care","carpet and floor","floor polish","f.drain","[-]","uniform",0.05,0.577350269189626,0,99,"B"
"241","product","CP.0300.040","cleaning products and household care","carpet and floor","floor polish","f.residual","[-]","point",0.01,0,0,99,"B"
"251","product","CP.0300.040","cleaning products and household care","carpet and floor","floor polish","house.prev","[-]","point",0.69,1,0,99,"B"
"244","product","CP.0300.040","cleaning products and household care","carpet and floor","floor polish","mass","g","lognormal",550,1,0,99,"B"
"245","product","CP.0300.040","cleaning products and household care","carpet and floor","floor polish","use.freq","1/year","lognormal",2,1,0,99,"B"
"247","product","CP.0300.040","cleaning products and household care","carpet and floor","floor polish","use.prev","[-]","point",0,1,0,12,"B"
"248","product","CP.0300.040","cleaning products and household care","carpet and floor","floor polish","use.prev","[-]","point",0.63,1,13,99,"M"
"249","product","CP.0300.040","cleaning products and household care","carpet and floor","floor polish","use.prev","[-]","point",0.69,1,13,99,"W"
"242","product","CP.0300.040","cleaning products and household care","carpet and floor","floor polish","volume","m^3","point",24,0,0,99,"B"
"257","product","CP.0400.020","cleaning products and household care","dishwasher and dishes","automatic dishwashing additive","duration","minutes","lognormal",5,1,0,99,"B"
"261","product","CP.0400.020","cleaning products and household care","dishwasher and dishes","automatic dishwashing additive","f.contact","[-]","point",0.01,0,0,99,"B"
"254","product","CP.0400.020","cleaning products and household care","dishwasher and dishes","automatic dishwashing additive","f.drain","[-]","uniform",1,0,0,99,"B"
"252","product","CP.0400.020","cleaning products and household care","dishwasher and dishes","automatic dishwashing additive","f.residual","[-]","point",0.001,0,0,99,"B"
"262","product","CP.0400.020","cleaning products and household care","dishwasher and dishes","automatic dishwashing additive","house.prev","[-]","point",0.2,1,0,99,"B"
"255","product","CP.0400.020","cleaning products and household care","dishwasher and dishes","automatic dishwashing additive","mass","g","lognormal",10,1,0,99,"B"
"256","product","CP.0400.020","cleaning products and household care","dishwasher and dishes","automatic dishwashing additive","use.freq","1/year","lognormal",35,1,0,99,"B"
"258","product","CP.0400.020","cleaning products and household care","dishwasher and dishes","automatic dishwashing additive","use.prev","[-]","point",0.05,1,0,12,"B"
"259","product","CP.0400.020","cleaning products and household care","dishwasher and dishes","automatic dishwashing additive","use.prev","[-]","point",0.2,1,13,99,"M"
"260","product","CP.0400.020","cleaning products and household care","dishwasher and dishes","automatic dishwashing additive","use.prev","[-]","point",0.2,1,13,99,"W"
"253","product","CP.0400.020","cleaning products and household care","dishwasher and dishes","automatic dishwashing additive","volume","m^3","point",24,0,0,99,"B"
"268","product","CP.0400.030","cleaning products and household care","dishwasher and dishes","automatic dishwashing detergent","duration","minutes","lognormal",5,1,0,99,"B"
"272","product","CP.0400.030","cleaning products and household care","dishwasher and dishes","automatic dishwashing detergent","f.contact","[-]","point",0.01,0,0,99,"B"
"265","product","CP.0400.030","cleaning products and household care","dishwasher and dishes","automatic dishwashing detergent","f.drain","[-]","uniform",1,0,0,99,"B"
"263","product","CP.0400.030","cleaning products and household care","dishwasher and dishes","automatic dishwashing detergent","f.residual","[-]","point",0.01,0,0,99,"B"
"273","product","CP.0400.030","cleaning products and household care","dishwasher and dishes","automatic dishwashing detergent","house.prev","[-]","point",0.7,1,0,99,"B"
"266","product","CP.0400.030","cleaning products and household care","dishwasher and dishes","automatic dishwashing detergent","mass","g","lognormal",150,1,0,99,"B"
"267","product","CP.0400.030","cleaning products and household care","dishwasher and dishes","automatic dishwashing detergent","use.freq","1/year","lognormal",365,1,0,99,"B"
"269","product","CP.0400.030","cleaning products and household care","dishwasher and dishes","automatic dishwashing detergent","use.prev","[-]","point",0.05,1,0,12,"B"
"270","product","CP.0400.030","cleaning products and household care","dishwasher and dishes","automatic dishwashing detergent","use.prev","[-]","point",0.7,1,13,99,"M"
"271","product","CP.0400.030","cleaning products and household care","dishwasher and dishes","automatic dishwashing detergent","use.prev","[-]","point",0.7,1,13,99,"W"
"264","product","CP.0400.030","cleaning products and household care","dishwasher and dishes","automatic dishwashing detergent","volume","m^3","point",24,0,0,99,"B"
"279","product","CP.0400.040","cleaning products and household care","dishwasher and dishes","dish soap","duration","minutes","lognormal",15,1,0,99,"B"
"283","product","CP.0400.040","cleaning products and household care","dishwasher and dishes","dish soap","f.contact","[-]","point",0.01,0,0,99,"B"
"276","product","CP.0400.040","cleaning products and household care","dishwasher and dishes","dish soap","f.drain","[-]","uniform",1,0,0,99,"B"
"274","product","CP.0400.040","cleaning products and household care","dishwasher and dishes","dish soap","f.residual","[-]","point",0.01,0,0,99,"B"
"284","product","CP.0400.040","cleaning products and household care","dishwasher and dishes","dish soap","house.prev","[-]","point",0.9,1,0,99,"B"
"277","product","CP.0400.040","cleaning products and household care","dishwasher and dishes","dish soap","mass","g","lognormal",16,1,0,99,"B"
"278","product","CP.0400.040","cleaning products and household care","dishwasher and dishes","dish soap","use.freq","1/year","lognormal",680,1,0,99,"B"
"280","product","CP.0400.040","cleaning products and household care","dishwasher and dishes","dish soap","use.prev","[-]","point",0.3,1,0,12,"B"
"281","product","CP.0400.040","cleaning products and household care","dishwasher and dishes","dish soap","use.prev","[-]","point",0.9,1,13,99,"M"
"282","product","CP.0400.040","cleaning products and household care","dishwasher and dishes","dish soap","use.prev","[-]","point",0.9,1,13,99,"W"
"275","product","CP.0400.040","cleaning products and household care","dishwasher and dishes","dish soap","volume","m^3","point",24,0,0,99,"B"
"290","product","CP.0500.010","cleaning products and household care","drain products","drain products","duration","minutes","lognormal",20,1,0,99,"B"
"294","product","CP.0500.010","cleaning products and household care","drain products","drain products","f.contact","[-]","point",0.001,0,0,99,"B"
"287","product","CP.0500.010","cleaning products and household care","drain products","drain products","f.drain","[-]","uniform",1,0,0,99,"B"
"285","product","CP.0500.010","cleaning products and household care","drain products","drain products","f.residual","[-]","point",0.01,0,0,99,"B"
"295","product","CP.0500.010","cleaning products and household care","drain products","drain products","house.prev","[-]","point",0.3,1,0,99,"B"
"288","product","CP.0500.010","cleaning products and household care","drain products","drain products","mass","g","lognormal",500,1,0,99,"B"
"289","product","CP.0500.010","cleaning products and household care","drain products","drain products","use.freq","1/year","lognormal",4,1,0,99,"B"
"291","product","CP.0500.010","cleaning products and household care","drain products","drain products","use.prev","[-]","point",0,1,0,12,"B"
"292","product","CP.0500.010","cleaning products and household care","drain products","drain products","use.prev","[-]","point",0.3,1,13,99,"M"
"293","product","CP.0500.010","cleaning products and household care","drain products","drain products","use.prev","[-]","point",0.3,1,13,99,"W"
"286","product","CP.0500.010","cleaning products and household care","drain products","drain products","volume","m^3","point",24,0,0,99,"B"
"300","product","CP.0600.010","cleaning products and household care","fireplace","fireplace","duration","minutes","lognormal",30,1,0,99,"B"
"304","product","CP.0600.010","cleaning products and household care","fireplace","fireplace","f.contact","[-]","point",0.01,0,0,99,"B"
"296","product","CP.0600.010","cleaning products and household care","fireplace","fireplace","f.residual","[-]","point",0.01,0,0,99,"B"
"305","product","CP.0600.010","cleaning products and household care","fireplace","fireplace","house.prev","[-]","point",0.01,1,0,99,"B"
